id,comunidad,parroquia,parroquia_id,municipio,municipio_id
09040323775,SAN NICOLAS,Punta Cardón,3,Carirubana,4
09040323776,SAN PEDRO,Punta Cardón,3,Carirubana,4
09040323777,SAN RAFAEL,Punta Cardón,3,Carirubana,4
09040323778,SAN RAMON,Punta Cardón,3,Carirubana,4
09040323779,SAN ROMAN,Punta Cardón,3,Carirubana,4
09040323780,SANTA ANA,Punta Cardón,3,Carirubana,4
09040323781,SANTA BARBARA,Punta Cardón,3,Carirubana,4
09040323782,SANTA CRUZ,Punta Cardón,3,Carirubana,4
09040323783,SANTA IRENE,Punta Cardón,3,Carirubana,4
09040323784,SANTA LUCIA,Punta Cardón,3,Carirubana,4
09040323785,SANTA ROSA,Punta Cardón,3,Carirubana,4
09040323786,SARABON,Punta Cardón,3,Carirubana,4
09040323787,SARINAO,Punta Cardón,3,Carirubana,4
09040323788,SECTOR PUNTICA ABAJO,Punta Cardón,3,Carirubana,4
09040323789,SECTOR UNIVERSITARIO,Punta Cardón,3,Carirubana,4
09040323790,SECTOR UNIVERSITARIO OESTE,Punta Cardón,3,Carirubana,4
09040323791,SECTOR UNIVERSITARIO PARTE ESTE,Punta Cardón,3,Carirubana,4
09040323792,SIMON BOLIVAR,Punta Cardón,3,Carirubana,4
09040323793,TIERRA SANTA,Punta Cardón,3,Carirubana,4
09040323794,TIGUADARE,Punta Cardón,3,Carirubana,4
09040323795,TUPI,Punta Cardón,3,Carirubana,4
09040323796,VILLA CARDON,Punta Cardón,3,Carirubana,4
09040323797,VILLA NORTE,Punta Cardón,3,Carirubana,4
09040323798,VILLA RORAIMA,Punta Cardón,3,Carirubana,4
09040323799,VILLAS DON CARLOS,Punta Cardón,3,Carirubana,4
09040323800,YABALITO,Punta Cardón,3,Carirubana,4
09040323801,YARACAL,Punta Cardón,3,Carirubana,4
09040323802,ZAMORA,Punta Cardón,3,Carirubana,4
09040323803,ZARABON,Punta Cardón,3,Carirubana,4
09040380394,BALCONES DE PARAGUANA 2,Punta Cardón,3,Carirubana,4
09040380395,BALCONES DE PARAGUANA 3,Punta Cardón,3,Carirubana,4
09040380503,BALCONES DE PARAGUANA 1,Punta Cardón,3,Carirubana,4
09040380504,MARAVEN COMUNIDAD CARDON,Punta Cardón,3,Carirubana,4
09040380814,LAS VIRTUDES,Punta Cardón,3,Carirubana,4
09040381298,CAJA DE AGUA,Punta Cardón,3,Carirubana,4
09040381299,MARAQUIVA PRIMERA ETAPA,Punta Cardón,3,Carirubana,4
09040381300,ANTONIO EVARISTO ARCAYA,Punta Cardón,3,Carirubana,4
09040381817,URBANIZACIÓN LAS VIRTUDES,Punta Cardón,3,Carirubana,4
09040423804,ABUDURE,Santa Ana,4,Carirubana,4
09040423805,ALCABALA SUR,Santa Ana,4,Carirubana,4
09040423806,ALI PRIMERA,Santa Ana,4,Carirubana,4
09040423807,APAMATE,Santa Ana,4,Carirubana,4
09040423808,BARACARA,Santa Ana,4,Carirubana,4
09040423809,BARACORO,Santa Ana,4,Carirubana,4
09040423810,BARLOVENTO,Santa Ana,4,Carirubana,4
09040423811,BARRANCAS,Santa Ana,4,Carirubana,4
09040423812,BENITO SANCHEZ,Santa Ana,4,Carirubana,4
09040423813,BORAURE,Santa Ana,4,Carirubana,4
09040423814,CABECERITA,Santa Ana,4,Carirubana,4
09040423815,CABEZA DE TORO,Santa Ana,4,Carirubana,4
09040423816,CALVARIO SAN ANTONIO (BONA),Santa Ana,4,Carirubana,4
09040423817,CARDONAL,Santa Ana,4,Carirubana,4
09040423818,CASETAL,Santa Ana,4,Carirubana,4
09040423819,CASETO,Santa Ana,4,Carirubana,4
09040423820,CENTRO,Santa Ana,4,Carirubana,4
09040423821,CHAMURIANA,Santa Ana,4,Carirubana,4
09040423822,CIVIRA,Santa Ana,4,Carirubana,4
09040423823,CORRALITO,Santa Ana,4,Carirubana,4
09040423824,CUARA,Santa Ana,4,Carirubana,4
09040423825,DABAJURO,Santa Ana,4,Carirubana,4
09040423826,DABADUVARE,Santa Ana,4,Carirubana,4
09040423827,DELICIAS SANTA MARTA,Santa Ana,4,Carirubana,4
09040423828,DIVACOA,Santa Ana,4,Carirubana,4
09040423829,EL CALVARIO,Santa Ana,4,Carirubana,4
09040423830,EL CARMEN,Santa Ana,4,Carirubana,4
09040423831,EL CAYUDE,Santa Ana,4,Carirubana,4
09040423832,EL CERRITO,Santa Ana,4,Carirubana,4
09040423833,EL CUJISAL,Santa Ana,4,Carirubana,4
09040423834,EL CUJIZAL,Santa Ana,4,Carirubana,4
09040423835,EL DERRAME,Santa Ana,4,Carirubana,4
09040423836,EL JEBE,Santa Ana,4,Carirubana,4
09040423837,EL PARAISO,Santa Ana,4,Carirubana,4
09040423838,EL PENSAMIENTO,Santa Ana,4,Carirubana,4
09040423839,EL PUEBLO,Santa Ana,4,Carirubana,4
09040423840,EL PUEBLO SECTOR SUB ESTACION,Santa Ana,4,Carirubana,4
09040423841,EL PUENTECITO,Santa Ana,4,Carirubana,4
09040423842,EL RINCON,Santa Ana,4,Carirubana,4
09040423843,EL RODEO,Santa Ana,4,Carirubana,4
09040423844,EL YABO,Santa Ana,4,Carirubana,4
09040423845,EL YAGUAL,Santa Ana,4,Carirubana,4
09040423846,ESCALONA,Santa Ana,4,Carirubana,4
09040423847,GLORIA ARRIBA,Santa Ana,4,Carirubana,4
09040423848,GUAGUANA,Santa Ana,4,Carirubana,4
09040423849,GUARABAS,Santa Ana,4,Carirubana,4
09040423850,GUAYABAL,Santa Ana,4,Carirubana,4
09040423851,HAGUAZAMU,Santa Ana,4,Carirubana,4
09040423852,JADAGUA,Santa Ana,4,Carirubana,4
09040423853,JOBO ABAJO,Santa Ana,4,Carirubana,4
09040423854,LA BOMBA,Santa Ana,4,Carirubana,4
09040423855,LA CANDELARIA,Santa Ana,4,Carirubana,4
09040423856,LA CAÑADA,Santa Ana,4,Carirubana,4
09040423857,LA CRUZ,Santa Ana,4,Carirubana,4
09040423858,LA CUCHARA,Santa Ana,4,Carirubana,4
09040423859,LA GLORIA,Santa Ana,4,Carirubana,4
09040423860,LA GONZALERA,Santa Ana,4,Carirubana,4
09040423861,LA LINEA,Santa Ana,4,Carirubana,4
09040423862,LA LUZ,Santa Ana,4,Carirubana,4
09040423863,LA MONTANITA,Santa Ana,4,Carirubana,4
09040423864,LA PRIMAVERA,Santa Ana,4,Carirubana,4
09040423865,LA ROSA,Santa Ana,4,Carirubana,4
09040423866,LA SHELL,Santa Ana,4,Carirubana,4
09040423867,LA SOLEDAD,Santa Ana,4,Carirubana,4
09040423868,LA Y,Santa Ana,4,Carirubana,4
09040423869,LAMEDERO,Santa Ana,4,Carirubana,4
09040423870,LAS COCUIZAS,Santa Ana,4,Carirubana,4
09040423871,LAS CRUCECITAS,Santa Ana,4,Carirubana,4
09040423872,LAS CRUCES,Santa Ana,4,Carirubana,4
09040423873,LEONCIO GARCIA,Santa Ana,4,Carirubana,4
09040423874,LOS BARRANCOS,Santa Ana,4,Carirubana,4
09040423875,LOS DIVIDIVES,Santa Ana,4,Carirubana,4
09040423876,LOS OLIVOS,Santa Ana,4,Carirubana,4
09040423877,LOS OLIVOS SUB ESTACION,Santa Ana,4,Carirubana,4
09040423878,LOS PEDROS,Santa Ana,4,Carirubana,4
09040423879,LOS PUENTES,Santa Ana,4,Carirubana,4
09040423880,MACHURUCA,Santa Ana,4,Carirubana,4
09040423881,MAITIRUMA,Santa Ana,4,Carirubana,4
09040423882,MASUID,Santa Ana,4,Carirubana,4
09040423883,MATICORA,Santa Ana,4,Carirubana,4
09040423884,MONTANGUAY,Santa Ana,4,Carirubana,4
09040423885,PABLO NERUDA,Santa Ana,4,Carirubana,4
09040423886,PACHECO,Santa Ana,4,Carirubana,4
09040423887,PALMA SOLA,Santa Ana,4,Carirubana,4
09040423888,PARAISO,Santa Ana,4,Carirubana,4
09040423889,PARAISO SECTOR NORTE,Santa Ana,4,Carirubana,4
09040423890,PARAISO SECTOR SUR,Santa Ana,4,Carirubana,4
09040423891,PASO DE CORO,Santa Ana,4,Carirubana,4
09040423892,PIEDRAS NEGRAS,Santa Ana,4,Carirubana,4
09040423893,PRINCIPAL,Santa Ana,4,Carirubana,4
09040423894,RENACER,Santa Ana,4,Carirubana,4
09040423895,RIO CHIQUITO,Santa Ana,4,Carirubana,4
09040423896,ROJAS,Santa Ana,4,Carirubana,4
09040423897,SAN ANTONIO,Santa Ana,4,Carirubana,4
09040423898,SAN FELIX,Santa Ana,4,Carirubana,4
09040423899,SAN FERNANDO,Santa Ana,4,Carirubana,4
09040423900,SAN JOSE,Santa Ana,4,Carirubana,4
09040423901,SAN RAFAEL LA LUZ,Santa Ana,4,Carirubana,4
09040423902,SAN SALVADOR,Santa Ana,4,Carirubana,4
09040423903,SANTA ANA,Santa Ana,4,Carirubana,4
09040423904,SANTA ANA SECTOR CASCO CENTRAL,Santa Ana,4,Carirubana,4
09040423905,SANTA ANA SECTOR LA CASITA,Santa Ana,4,Carirubana,4
09040423906,SANTA ANA SECTOR LA ESCUELA,Santa Ana,4,Carirubana,4
09040423907,SANTA ANITA NORTE,Santa Ana,4,Carirubana,4
09040423908,SANTA CRUZ,Santa Ana,4,Carirubana,4
09040423909,SANTA FE,Santa Ana,4,Carirubana,4
09040423910,SANTA ROSA,Santa Ana,4,Carirubana,4
09040423911,SARINAO,Santa Ana,4,Carirubana,4
09040423912,SECTOR LA PUERTA,Santa Ana,4,Carirubana,4
09040423913,SIRABA,Santa Ana,4,Carirubana,4
09040423914,SOCERBOJU,Santa Ana,4,Carirubana,4
09040423915,SUCRE,Santa Ana,4,Carirubana,4
09040423916,TACUATO,Santa Ana,4,Carirubana,4
09040423917,TACUATO SECTOR BENITO SANCHEZ,Santa Ana,4,Carirubana,4
09040423918,TACUATO SECTOR CENTRO,Santa Ana,4,Carirubana,4
09040423919,TAGUATO SECTOR CANTV,Santa Ana,4,Carirubana,4
09040423920,TIGRECITOS,Santa Ana,4,Carirubana,4
09040423921,TUBARAO,Santa Ana,4,Carirubana,4
09040423922,TUMARUSE,Santa Ana,4,Carirubana,4
09040423923,UVERITO,Santa Ana,4,Carirubana,4
09040423924,VALLE Y VUELVE,Santa Ana,4,Carirubana,4
09040423925,VARACARA,Santa Ana,4,Carirubana,4
09040481082,PARAISO NORTE SUR,Santa Ana,4,Carirubana,4
09040481301,SANTANITA SUR,Santa Ana,4,Carirubana,4
09040481504,EL TAQUE,Santa Ana,4,Carirubana,4
09040482421,SANTA ANA SECTOR SUR,Santa Ana,4,Carirubana,4
09050123926,ACURIGUA,La Vela de Coro,1,Colina,5
09050123927,ANASTASIA DE PERON,La Vela de Coro,1,Colina,5
09050123928,BARIGUA ABAJO,La Vela de Coro,1,Colina,5
09050123929,BARRANCO BLANCO,La Vela de Coro,1,Colina,5
09050123930,BARRIO NUEVO,La Vela de Coro,1,Colina,5
09050123931,BICENTENARIO,La Vela de Coro,1,Colina,5
09050123932,LOS BOSTEROS,La Vela de Coro,1,Colina,5
09050123933,BRISAS DE LAS MALVINAS,La Vela de Coro,1,Colina,5
09050123934,BUENOS AIRES,La Vela de Coro,1,Colina,5
09050123935,BUTARE,La Vela de Coro,1,Colina,5
09050123936,CAJA DE AGUA,La Vela de Coro,1,Colina,5
09050123937,CAJAS DE AGUA,La Vela de Coro,1,Colina,5
09050123938,CAÑO BLANCO,La Vela de Coro,1,Colina,5
09050123939,CARDON NORTE,La Vela de Coro,1,Colina,5
09050123940,CARDON SUR,La Vela de Coro,1,Colina,5
09050123941,CARDONAL,La Vela de Coro,1,Colina,5
09050123942,CARRIZAL,La Vela de Coro,1,Colina,5
09050123943,CARRIZALITO,La Vela de Coro,1,Colina,5
09050123944,CARRIZAL-MUACO,La Vela de Coro,1,Colina,5
09050123945,CAUCAGUITA,La Vela de Coro,1,Colina,5
09050123946,CAYUDAR,La Vela de Coro,1,Colina,5
09050123947,CENTENARIO,La Vela de Coro,1,Colina,5
09050123948,COLOMBIA NORTE,La Vela de Coro,1,Colina,5
09050123949,COLOMBIA CENTRO,La Vela de Coro,1,Colina,5
09050123950,COLOMBIA SECTOR SUR,La Vela de Coro,1,Colina,5
09050123951,COLOMBIA SUR,La Vela de Coro,1,Colina,5
09050123952,CUJI LEON,La Vela de Coro,1,Colina,5
09050123953,DOS CAMINO,La Vela de Coro,1,Colina,5
09050123954,EL CALVARIO,La Vela de Coro,1,Colina,5
09050123955,EL CARMELO,La Vela de Coro,1,Colina,5
09050123956,EL CASTILLO,La Vela de Coro,1,Colina,5
09050123957,EL CERRITO,La Vela de Coro,1,Colina,5
09050123958,EL CERRO,La Vela de Coro,1,Colina,5
09050123959,EL ESTADIO,La Vela de Coro,1,Colina,5
09050123960,EL HATILLO,La Vela de Coro,1,Colina,5
09050123961,EL PARAISO,La Vela de Coro,1,Colina,5
09050123962,EL PASO,La Vela de Coro,1,Colina,5
09050123963,EL TALADRO,La Vela de Coro,1,Colina,5
09050123964,EL YABO,La Vela de Coro,1,Colina,5
09050123965,GUAIBACOA,La Vela de Coro,1,Colina,5
09050123966,INDEPENDENCIA,La Vela de Coro,1,Colina,5
09050123967,LA AGUADA,La Vela de Coro,1,Colina,5
09050123968,LA CRUZ DEL DESECHO,La Vela de Coro,1,Colina,5
09050123969,LA HICOTEA,La Vela de Coro,1,Colina,5
09050123970,LA VELA,La Vela de Coro,1,Colina,5
09050123971,LA VELA DE CORO,La Vela de Coro,1,Colina,5
09050123972,LA VELA DE CORO CENTRO,La Vela de Coro,1,Colina,5
09050123973,LA VELA SECTOR CENTRO,La Vela de Coro,1,Colina,5
09050123974,LA VELA SECTOR SIXTO LOVERA,La Vela de Coro,1,Colina,5
09050123975,LA VENTOSA,La Vela de Coro,1,Colina,5
09050123976,LAS DOS BOCAS,La Vela de Coro,1,Colina,5
09050123977,LAS MALVINAS,La Vela de Coro,1,Colina,5
09050123978,LAS PEÑITAS,La Vela de Coro,1,Colina,5
09050123979,LAS POLONIAS,La Vela de Coro,1,Colina,5
09050123980,LAS VENTOSAS,La Vela de Coro,1,Colina,5
09050123981,LEON COLINA,La Vela de Coro,1,Colina,5
09050123982,LOS BOSTEROS,La Vela de Coro,1,Colina,5
09050123983,LOS CLAVELES,La Vela de Coro,1,Colina,5
09050123984,MAJAGUILLO,La Vela de Coro,1,Colina,5
09050123985,MANAURE,La Vela de Coro,1,Colina,5
09050123986,MATARACA SECTOR ARRIBA,La Vela de Coro,1,Colina,5
09050123987,MATARUCA,La Vela de Coro,1,Colina,5
09050123988,MATARUCA ABAJO,La Vela de Coro,1,Colina,5
09050123989,MATARUCA ARRIBA,La Vela de Coro,1,Colina,5
09050123990,MATARUCA CENTRO,La Vela de Coro,1,Colina,5
09050123991,MATARUCA SECTOR ARRIBA,La Vela de Coro,1,Colina,5
09050123992,MATURI,La Vela de Coro,1,Colina,5
09050123993,MOYEPO,La Vela de Coro,1,Colina,5
09050123994,MUACO,La Vela de Coro,1,Colina,5
09050123995,PARAISO,La Vela de Coro,1,Colina,5
09050123996,PLAYA NEGRA,La Vela de Coro,1,Colina,5
09050123997,POZO AZUL,La Vela de Coro,1,Colina,5
09050123998,PUEBLO NUEVO,La Vela de Coro,1,Colina,5
09050123999,REINA LUISA,La Vela de Coro,1,Colina,5
09050124000,RIO CHICO,La Vela de Coro,1,Colina,5
09050124001,SABANA LARGA,La Vela de Coro,1,Colina,5
09050124002,SABANA LARGA ESTE,La Vela de Coro,1,Colina,5
09050124003,SABANA LARGA OESTE,La Vela de Coro,1,Colina,5
09050124004,SABANA LARGA ZONA AZUL,La Vela de Coro,1,Colina,5
09050124005,SABANA LARGA ZONA INDUSTRIAL,La Vela de Coro,1,Colina,5
09050124006,SABANA LARGA ZONA NARANJA,La Vela de Coro,1,Colina,5
09050124007,SABANA LARGA ZONA SUR,La Vela de Coro,1,Colina,5
09050124008,SAN PABLO,La Vela de Coro,1,Colina,5
09050124009,SANSON CURIEL,La Vela de Coro,1,Colina,5
09050124010,SANTA MARIA,La Vela de Coro,1,Colina,5
09050124011,SIANCA,La Vela de Coro,1,Colina,5
09050124012,TACALITO,La Vela de Coro,1,Colina,5
09050124013,TAIMATAIMA,La Vela de Coro,1,Colina,5
09050124014,TALADRO,La Vela de Coro,1,Colina,5
09050124015,TARATARA,La Vela de Coro,1,Colina,5
09050124016,TARATARA ARRIBA,La Vela de Coro,1,Colina,5
09050124017,TOMODORES,La Vela de Coro,1,Colina,5
09050124018,VICTORIANO,La Vela de Coro,1,Colina,5
09050124019,VILLA DEL MAR,La Vela de Coro,1,Colina,5
09050124020,VILLA MARINA LA PUNTICA,La Vela de Coro,1,Colina,5
09050124021,VILLA MARINA VILLA SANTA FE,La Vela de Coro,1,Colina,5
09050124022,VILLA MARINA VIRGEN DEL VALLE,La Vela de Coro,1,Colina,5
09050124023,VILLA SABANA,La Vela de Coro,1,Colina,5
09050180396,INDEPENDENCIA 2,La Vela de Coro,1,Colina,5
09050180397,INDEPENDENCIA 3,La Vela de Coro,1,Colina,5
09050180398,SABANA LARGA ESTE 2,La Vela de Coro,1,Colina,5
09050180399,SABANA LARGA ESTE 3,La Vela de Coro,1,Colina,5
09050180505,INDEPENDENCIA 1,La Vela de Coro,1,Colina,5
09050182559,SABANA LARGA OESTE 2,La Vela de Coro,1,Colina,5
09050224024,ACURIGUA,Acurigua,2,Colina,5
09050224025,AMUAY SECTOR LA PUNTICA,Acurigua,2,Colina,5
09050224026,BRISAS DE RICOA,Acurigua,2,Colina,5
09050224027,EL CANDADO,Acurigua,2,Colina,5
09050224028,EL CERRO,Acurigua,2,Colina,5
09050224029,EL DESCANSADERO,Acurigua,2,Colina,5
09050224030,EL NARANJAL,Acurigua,2,Colina,5
09050224031,EL PARAISO,Acurigua,2,Colina,5
09050224032,EL PASO,Acurigua,2,Colina,5
09050224033,EL PASO CENTRO,Acurigua,2,Colina,5
09050224034,EL PASO SECTOR BONITO,Acurigua,2,Colina,5
09050224035,JAYANA NORTE SECTOR BICENTENARIO,Acurigua,2,Colina,5
09050224036,LA ASUNCION,Acurigua,2,Colina,5
09050224037,LA LADERA,Acurigua,2,Colina,5
09050224038,LA PENITA,Acurigua,2,Colina,5
09050224039,LAS DOS BOCAS,Acurigua,2,Colina,5
09050224040,LUGO,Acurigua,2,Colina,5
09050224041,MAIPANA,Acurigua,2,Colina,5
09050224042,SAN ANTONIO,Acurigua,2,Colina,5
09050224043,SAN NICOLAS,Acurigua,2,Colina,5
09050224044,VIENTOS Y AGUAS,Acurigua,2,Colina,5
09050224045,YAGUARA,Acurigua,2,Colina,5
09050224046,YAGUARA ABAJO,Acurigua,2,Colina,5
09050224047,YAGUARA SECTOR PASO ARRIBA,Acurigua,2,Colina,5
09050324048,AGUA SALADA,Guaibacoa,3,Colina,5
09050324049,BARIGUA ARRIBA,Guaibacoa,3,Colina,5
09050324050,CHIPARE,Guaibacoa,3,Colina,5
09050324051,EL NEGRO,Guaibacoa,3,Colina,5
09050324052,GUAIBACOA,Guaibacoa,3,Colina,5
09050324053,GUAIBACOA SECTOR EL CEMENTERIO,Guaibacoa,3,Colina,5
09050324054,GUAIBACOA SECTOR EL CHORRO,Guaibacoa,3,Colina,5
09050324055,GUAIBACOA SECTOR LA GRAN PARADA,Guaibacoa,3,Colina,5
09050324056,GUAIBACOA SECTOR UNION,Guaibacoa,3,Colina,5
09050324057,JAYANA CENTRO,Guaibacoa,3,Colina,5
09050324058,JAYANA SUR,Guaibacoa,3,Colina,5
09050324059,LA CAÑADA,Guaibacoa,3,Colina,5
09050324060,LA MONTANITA,Guaibacoa,3,Colina,5
09050324061,LA PLAZA,Guaibacoa,3,Colina,5
09050324062,LOS DOS CAMINOS,Guaibacoa,3,Colina,5
09050324063,MAJAGUILLO,Guaibacoa,3,Colina,5
09050324064,SAN PABLO,Guaibacoa,3,Colina,5
09050324065,SEMERUCO,Guaibacoa,3,Colina,5
09050424066,AGUACERITO,Macoruca,4,Colina,5
09050424067,BOCONO,Macoruca,4,Colina,5
09050424068,CAMARITO,Macoruca,4,Colina,5
09050424069,CANELITO,Macoruca,4,Colina,5
09050424070,CARIAGUITA,Macoruca,4,Colina,5
09050424071,CERRO SAN VICENTE,Macoruca,4,Colina,5
09050424072,DIVINO NIÑO,Macoruca,4,Colina,5
09050424073,EL CALVARIO,Macoruca,4,Colina,5
09050424074,EL CANDIL,Macoruca,4,Colina,5
09050424075,EL CANELO,Macoruca,4,Colina,5
09050424076,EL CENTENARIO,Macoruca,4,Colina,5
09050424077,EL DIVIDIVE,Macoruca,4,Colina,5
09050424078,EL GUAMAL,Macoruca,4,Colina,5
09050424079,EL MOYEPO,Macoruca,4,Colina,5
09050424080,EL PENDIENTE,Macoruca,4,Colina,5
09050424081,EL PERMISO,Macoruca,4,Colina,5
09050424082,EL TAMBOR,Macoruca,4,Colina,5
09050424083,EL TURAGUAL DE MACORUCA,Macoruca,4,Colina,5
09050424084,GUARICAPO,Macoruca,4,Colina,5
09050424085,INGLATERRA,Macoruca,4,Colina,5
09050424086,JAYANA NORTE SECTOR GUERREROS,Macoruca,4,Colina,5
09050424087,JAYANA NORTE SECTOR SANTA MARIA ESTE,Macoruca,4,Colina,5
09050424088,JAYANA NORTE SECTOR SANTA MARIA OESTE,Macoruca,4,Colina,5
09050424089,LA AGUADA,Macoruca,4,Colina,5
09050424090,LA BOMBA,Macoruca,4,Colina,5
09050424091,LA CONCEPCION,Macoruca,4,Colina,5
09050424092,LA FILA,Macoruca,4,Colina,5
09050424093,LA GUADALUPE,Macoruca,4,Colina,5
09050424094,LA MONTANITA,Macoruca,4,Colina,5
09050424095,LAS BARRANCAS,Macoruca,4,Colina,5
09050424096,LAS CASITAS,Macoruca,4,Colina,5
09050424097,LAS CUMARICAS,Macoruca,4,Colina,5
09050424098,LOS ROBLES,Macoruca,4,Colina,5
09050424099,MACORUCA,Macoruca,4,Colina,5
09050424100,MACORUPA,Macoruca,4,Colina,5
09050424101,MOYEPITO,Macoruca,4,Colina,5
09050424102,PEÑASQUITO,Macoruca,4,Colina,5
09050424103,RIO CHICO,Macoruca,4,Colina,5
09050424104,SAN JOAQUIN,Macoruca,4,Colina,5
09050424105,SAN PABLO,Macoruca,4,Colina,5
09050424106,SAN VICENTE,Macoruca,4,Colina,5
09050524107,BUTARE,Las Calderas,5,Colina,5
09050524108,EL CARDON,Las Calderas,5,Colina,5
09050524109,EL CARDON SECTOR NORTE,Las Calderas,5,Colina,5
09050524110,EL CARMELO,Las Calderas,5,Colina,5
09050524111,EL SALADILLO,Las Calderas,5,Colina,5
09050524112,HOYITO SECTOR EL HOYITO,Las Calderas,5,Colina,5
09050524113,HOYITO SECTOR EL HOYO,Las Calderas,5,Colina,5
09050524114,HOYITO SECTOR LAS 3 MARIA,Las Calderas,5,Colina,5
09050524115,LAS CALDERAS,Las Calderas,5,Colina,5
09050524116,LAS CALDERAS SECTOR 19 DE ABRIL,Las Calderas,5,Colina,5
09050524117,LAS CALDERAS SECTOR AREAS VERDES,Las Calderas,5,Colina,5
09050524118,LAS CALDERAS SECTOR I,Las Calderas,5,Colina,5
09050524119,LAS FLORES,Las Calderas,5,Colina,5
09050524120,LOS OLIVOS,Las Calderas,5,Colina,5
09050524121,MIRADOR,Las Calderas,5,Colina,5
09050524122,PARCELAMIENTO LAS CALDERAS,Las Calderas,5,Colina,5
09050524123,URUMACO,Las Calderas,5,Colina,5
09050524124,URUPAGUA,Las Calderas,5,Colina,5
09050524125,VILLA LEON,Las Calderas,5,Colina,5
09050524126,VILLA MARINA VILLA ESPERANZA,Las Calderas,5,Colina,5
09050581508,CARDON SUR,Las Calderas,5,Colina,5
09060124127,14 DE OCTUBRE,Pedregal,1,Democracia,6
09060124128,ALI PRIMERA,Pedregal,1,Democracia,6
09060124129,ARENAL,Pedregal,1,Democracia,6
09060124130,BOTAITA,Pedregal,1,Democracia,6
09060124131,BUENA VISTA,Pedregal,1,Democracia,6
09060124132,BURUICA,Pedregal,1,Democracia,6
09060124133,CABEZA DE TORO,Pedregal,1,Democracia,6
09060124134,CALVARIO SAN ANTONIO (BONA),Pedregal,1,Democracia,6
09060124135,CAMARE,Pedregal,1,Democracia,6
09060124136,CARDONAL,Pedregal,1,Democracia,6
09060124137,CASCO CENTRAL,Pedregal,1,Democracia,6
09060124138,CERRO PELADO,Pedregal,1,Democracia,6
09060124139,CHIGUARIGUA,Pedregal,1,Democracia,6
09060124140,CHIMPIRE,Pedregal,1,Democracia,6
09060124141,CRUZ VERDE,Pedregal,1,Democracia,6
09060124142,CURANACO,Pedregal,1,Democracia,6
09060124143,CURARIDAL,Pedregal,1,Democracia,6
09060124144,DELICIAS SANTA MARTA,Pedregal,1,Democracia,6
09060124145,EL ALTO,Pedregal,1,Democracia,6
09060124146,EL BARRANCO,Pedregal,1,Democracia,6
09060124147,EL CALAITO,Pedregal,1,Democracia,6
09060124148,EL CALVARIO,Pedregal,1,Democracia,6
09060124149,EL CERRITO,Pedregal,1,Democracia,6
09060124150,EL CERRO,Pedregal,1,Democracia,6
09060124151,EL DERRAME,Pedregal,1,Democracia,6
09060124152,EL FARO,Pedregal,1,Democracia,6
09060124153,EL JEBE,Pedregal,1,Democracia,6
09060124154,EL JOBO,Pedregal,1,Democracia,6
09060124155,PEDREGAL,Pedregal,1,Democracia,6
09060124156,EL SAHUMADO,Pedregal,1,Democracia,6
09060124157,EL SEMERUCO,Pedregal,1,Democracia,6
09060124158,EL TEJAR,Pedregal,1,Democracia,6
09060124159,EL TUNAL,Pedregal,1,Democracia,6
09060124160,EL VEINTIDOS,Pedregal,1,Democracia,6
09060124161,EL YABO,Pedregal,1,Democracia,6
09060124162,EL YAGUAL,Pedregal,1,Democracia,6
09060124163,ESCALONA,Pedregal,1,Democracia,6
09060124164,GUARABAS,Pedregal,1,Democracia,6
09060124165,LA AGUADA,Pedregal,1,Democracia,6
09060124166,LA BAITOITA,Pedregal,1,Democracia,6
09060124167,LA CONCORDIA,Pedregal,1,Democracia,6
09060124168,LA CRUZ,Pedregal,1,Democracia,6
09060124169,LA CUESTA,Pedregal,1,Democracia,6
09060124170,LA CUIBA,Pedregal,1,Democracia,6
09060124171,LA CUIBITA,Pedregal,1,Democracia,6
09060124172,LA CURVA,Pedregal,1,Democracia,6
09060124173,LA CURVA MONTE GRANDE,Pedregal,1,Democracia,6
09060124174,LA DEMOCRACIA,Pedregal,1,Democracia,6
09060124175,LA LINEA,Pedregal,1,Democracia,6
09060124176,LA NECESIDAD,Pedregal,1,Democracia,6
09060124177,LA SOLEDAD,Pedregal,1,Democracia,6
09060124178,LA VIGIA,Pedregal,1,Democracia,6
09060124179,LAS CRUCES,Pedregal,1,Democracia,6
09060124180,LAS HUERTAS,Pedregal,1,Democracia,6
09060124181,LAS MESAS,Pedregal,1,Democracia,6
09060124182,LAS PLAYITAS,Pedregal,1,Democracia,6
09060124183,LA QUEBRADITA,Pedregal,1,Democracia,6
09060124184,LAS TRINCHERAS,Pedregal,1,Democracia,6
09060124185,LAS VERITAS,Pedregal,1,Democracia,6
09060124186,LOS BARRANCOS,Pedregal,1,Democracia,6
09060124187,LOS ZURRONES,Pedregal,1,Democracia,6
09060124188,MATACARA,Pedregal,1,Democracia,6
09060124189,MONTE GRANDE,Pedregal,1,Democracia,6
09060124190,NEPOMUCENO,Pedregal,1,Democracia,6
09060124191,PACHOULY,Pedregal,1,Democracia,6
09060124192,PARQUE FERIAL,Pedregal,1,Democracia,6
09060124193,PASO DE CALDERA,Pedregal,1,Democracia,6
09060124194,PASO DE CORO,Pedregal,1,Democracia,6
09060124195,PASO DEL JOBO,Pedregal,1,Democracia,6
09060124196,PEDREGAL CASCO CENTRAL,Pedregal,1,Democracia,6
09060124197,PICACHO DE ARCILA,Pedregal,1,Democracia,6
